numberOfShares,dividend,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
0.7602654448957932,3.1943255849031544,0.7392843513112968,0.7543974132784993,1.090491818549707,1.9693267469318054,2.476792098407614,1.7823550205739473,1.744546988142225,1.3456792812961114,2.9157848277358953,1.2783513793189039,0.8875858133992995,2.1364588800818054,1.7281877159491859,1.6967450192327926,1.2556787951682726,2.34957303549305,1.5313279074858457,3.0456706360297776,3.4113685530153157,1.5528650656246044,2.6455325450966236,2.0305420484496963,1.9410861376472806,2.743196750828713,2.698647074392775,2.659266310775891,0.6009209021055636,0.7160448489165713,1.1036514053130728,2.131620434092728,1.1036682234443111,1.4926224382602666,1.158346239154141,1.8997739292903566,0.7953738371200115,0.8646305520466966,2.160062085191067,1.6408966513646652,1.3351066022847702,1.6877430565806288,1.9148571793550577,1.8083217754231746,0.6301443622873574,1.9649098311930557,0.3229541849424355,1.2493809942146172,1.264954860584568,2.162863876153064,1.9299718439072273,1.8658378593452984,0.8871827095705387,0.9888981192298091,2.3705645541755427,2.1213364441856406,1.7185517833874462,0.8109518557490704,1.9727818194682187,4.025918817958884,0.47960778673800913,1.9086603800345567,1.752519657960137,1.4343748907108218,3.628326077112906,2.2979460276693393,0.6249081021527021,0.5706189986421459,0.26833225626924717,1.443502008132329,0.10143369904006261,1.1211326895278095,0.7154469435408989,1.7005041575686657,3.450605123886925,3.5150029946921277,3.8073412248759637,4.234129602777759,3.058613316656051,3.482971261598372,3.622238597300537,1.3129657051318575,1.004564618497627,3.490078579660284,2.443020260107488,2.3310908665954515,3.7269686304665797,2.7199837837656977,2.3640382429823608,3.7663041373265864,4.26861268481743,2.6553936954339616,3.4854924391390005,3.892304161677649,4.412596136761093,4.181771534407173,1.1725629712374916,1.1822564409739575,1.0364587714046665,0.6628944769292905,3.60624874548495
